cardid	name	type	faction	setcode	setname	no	rules	rarity	def	cost	strikecost	atk	dmgtype	health	all_classes	DeathKnight	Druid	Hunter	Mage	Paladin	Priest	Rogue	Shaman	Warlock	Warrior	instant	race	class	class2	subtype	subtype2	subtype3	subtype4	profession	profession2	block	image	reprinted	classdeck	version	artist	flavour	original	released
7369	Doshura Risestrider	Ally	Horde	ARC	Archive	181	<b>Protector</b>; When Doshura enters play, you may destroy target exhausted ally.	u		4		2	Melee	4	None												Tauren	Druid								2	doshura_risestrider	March of the Legion,March of the Legion (EA)		97	Lucas Graciano	"May the Earth Mother grant us her blessing and lend us the strength to protect her children."	1542	1
7370	Dryad's Wrist Bindings	Equipment	Neutral	ARC	Archive	157	[Exhaust], Destroy one of your resources -> Draw a card.	u	1	2							x		x		x			x						Armor	Wrist (1)	Cloth				3	dryads_wrist_bindings	Fields of Honor		97	Vance Kovacs		2657	1
7371	Enduring Shout	Ability	Neutral	ARC	Archive	86	<b>Ongoing:</b> While exactly one ally is in your party, it has +2 ATK / +2 health and is a <b>Protector</b>.	u		3															x					Shout	Fury					3	enduring_shout	Drums Of War		97	Paolo Parente	"Joo got dat wrong, mon. A good offense is da best defense."	367	1
7372	Explosive Trap	Ability	Neutral	ARC	Archive	28	<b>Trap</b> <i>(You may exhaust your defending hero rather than pay this card's cost.)</i> Destroy target attacking ally. If you do, exhaust all other heroes and allies in its party.	u		4								x								Instant				Survival						3	explosive_trap	Fields of Honor,Archive (EA)		97	Miz Miao		399	1
7373	Eye of Rend	Equipment	Neutral	ARC	Archive	288	Your weapons have +1 ATK.	u	0	1							x	x				x								Armor	Head (1)	Leather				1	eye_of_rend	Heroes of Azeroth		97	Mark Gibbons	The Eye is said to reveal even the most obscured weaknesses of a foe.	2680	1
7374	Field Repair Bot 74A	Ally	Neutral	ARC	Archive	243	Friendly heros have "1, [Exhaust] -> Put an equipment card from your graveyard into your hand."	u		1		0	Melee	2	None															Unique	Repair Bot					1	field_repair_bot_74a	Through the Dark Portal		97	Clint Langley	Successful raiders never leave home without it.	1613	1
7375	Finishing Shout	Ability	Neutral	ARC	Archive	107	<b>Ongoing:</b> Allies in your party have +1 ATK / +1 health.; Opposing allies have -1 ATK / -1 health.	u		5															x	Instant				Shout	Fury					2	finishing_shout	Hunt For Illidan,Hunt For Illidan (EA)		97	James Zhang	"The end is night!"	437	1
7376	Fizzle	Ability	Neutral	ARC	Archive	40	Interrupt target ability card with cost 3 or less.	u		1									x							Instant				Arcane						1	fizzle	Fires of Outland,Archive (EA)		97	James Zhang	It's the last thing you'll never say.	447	1
7377	Greater Heal	Ability	Neutral	ARC	Archive	70	Your hero heals 14 damage from target hero or ally.	u		4											x									Holy						4	greater_heal	Through the Dark Portal,Class Starter Deck 2010	CD1	97	Warren Mahy	As long as you're not dead, you'll be as good as new.	525	1
7378	Gromble the Apt	Ally	Alliance	ARC	Archive	100	<b>Find Treasure</b> <i>(When this ally enters play, you may draw a card. If you do, discard a card.)</i>;Your hero can be exhausted to pay costs as though it were a resource.	u		2		1	Ranged	3	None												Dwarf	Hunter								3	gromble_the_apt	Fields of Honor,Archive (EA)		98	Dave Kendall		1687	1
7379	Grounding Totem	Ability	Neutral	ARC	Archive	69	<b>Ongoing:</b> Opposing cards and effects must target Grounding Totem if able.	u		1				4									x							Air Totem (1)	Enhancement					3	grounding_totem	Drums Of War		97	Graven Tung	"The elements will ensure our safe passage." - Zorin	530	1
7380	Heroic Strike	Ability	Neutral	ARC	Archive	142	Your weapons have +3 ATK this turn.	u		1															x					Arms						4	heroic_strike	Heroes of Azeroth,Class Starter Deck 2010	CD1	97	John Tyskiewicz	A warrior's blade finds its mark as much by will as by skill.	557	1
7381	Johnny Rotten	Ally	Horde	ARC	Archive	175	When Johnny enters play, he may deal 3 melee damage to target exhausted hero or ally.;<b>Shadow Resistance</b> <i>(Prevent all shadow or [Shadow] damage that this ally would be dealt.)</i>	u		3		3	Melee	2	None												Undead	Rogue								3	johnny_rotten	Drums Of War		97			1791	1
7382	Katianna the Shrouded	Hero	Alliance	ARC	Archive	1	1, Flip Katianna -> Heroes and allies in your party are <b>Elusive</b> this turn.	u						26	None												Night Elf	Priest		Holy				Alchemy	Jewelcrafting	3	katianna_the_shrouded	Fields of Honor		0	James Ryman	"Elune will not see harm come to those who are faithful."	3228	1
7383	Life Tap	Ability	Neutral	ARC	Archive	128	As an additional cost to play Life Tap, put 2 damage on your hero.; Draw two cards.	u		2														x		Instant				Affliction						5	life_tap	Heroes of Azeroth,Class Starter Deck 2010,Heroes of Azeroth (EA),Class Starter Deck 2011 (Spring),Class Starter Deck 2011 (Fall)	CD1, CD2, CD3	97	Luca Zontini	When the dark arts cal for flesh, you can only trust your own.	658	1
7384	Major Healing Potion	Equipment	Neutral	ARC	Archive	265	1, Destroy Major Healing Potion -> Your hero heals 5 damage from itself.	u		1							x	x	x	x	x	x	x	x	x					Item	Potion					1	major_healing_potion	Through the Dark Portal,Through the Dark Portal (EA)		97	Howard Lyon	It does a body good.	2837	1
7385	Mikael the Blunt	Ally	Alliance	ARC	Archive	112	When an opposing hero or ally readies, Mikael deals 2 ranged damage to it.	u		2		2	Ranged	2	None												Dwarf	Hunter								3	mikael_the_blunt	Blood Of Gladiators		97	E. M. Gist		1987	1
7386	Netherbane	Equipment	Neutral	ARC	Archive	232	Cards in play you control can't be removed from the game.	u		1	2	2	Melee							x			x		x					1H Weapon	Melee (1)	Axe				3	netherbane	Drums Of War		97	Brandon Kitkouski	If the axe doesn't kill you, the glow will definitely blind you.	2874	1
7387	Offender Gora	Ally	Horde	ARC	Archive	162	<b>Ferocity</b>; Gora has -2 ATK during each opponent's turn.	u		1		2	Melee	1	None												Orc	Shaman								2	offender_gora	Hunt For Illidan,Archive (EA)		97	Massive Black	"Patience is not a traditional value of the orcs."	2058	1
7388	Pack Tactics	Ability	Neutral	ARC	Archive	23	<b>Ongoing:</b> Allies in your party have +1 ATK / +1 health. Your hero is in cat form. <i>(+1 ATK while attacking. Destroy this card when you strike with a weapon or play a non-Feral ability.)</i>	u		3							x									Instant				Form</i>	Feral	Combo				3	pack_tactics	Fields of Honor		97	Daren Bader		784	1
7389	Pappy Ironbane	Ally	Alliance	ARC	Archive	115	<b>Protector</b>; At the end of your turn, you may destroy target ability or equipment.	u		7		2	Melee	7	None												Dwarf	Hunter								3	pappy_ironbane	Blood Of Gladiators		97	E. M. Gist		2083	1
7390	Rak Skyfury	Ally	Horde	ARC	Archive	257	When Rak Skyfury enters play, ready your hero and one of your weapons.	u		1		1	Melee	1	None												Orc	Shaman								1	rak_skyfury	Heroes of Azeroth,Heroes of Azeroth (EA)		97	Adrian Smith		2118	1
7391	Ras'fari Bloodfrenzy	Ally	Horde	ARC	Archive	172	<b>Ferocity</b> <i>(Can attack immediately.)</i>; When Ras'fari attacks for the first time each turn, ready him if he has damage.	u		6		4	Melee	6	None												Troll	Warrior								2	rasfari_bloodfrenzy	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Paolo Parente	"It hurts me, mon. But it'll hurt choo more."	2124	1
7392	Redemption	Ability	Neutral	ARC	Archive	51	Put target ally card from your graveyard into play if its cost is less than or equal to the number of resources you have. ; Draw a card.	u		5										x										Holy						4	redemption	Fires of Outland,Assault on Icecrown Citadel,Class Starter Deck 2010,Fires of Outland (EA)	CD1	97	Donato Giancola	"The Light conquers even the darkness of death." - Thatia Truthbringer	892	1
7393	Retainer Marcus	Ally	Neutral	ARC	Archive	193	<b>Scryer Reputation</b>; When Marcus enters play, look at target player's hand and name a card in it.; That player can't play cards with that name.	u		1		0	Ranged	2	None												Blood Elf	Hunter								2	retainer_marcus	Hunt For Illidan,Hunt For Illidan (EA)		97	Dany Orizio	"I'd reconsider my options if I were you."	2145	1
7394	Roaring Blaze	Ability	Neutral	ARC	Archive	38	Your hero deals 1 fire damage to each opposing ally for each card in your hand.	u		5									x											Fire						3	roaring_blaze	Fields of Honor		97	Luca Zontini		922	1
7395	Runesong Dagger	Equipment	Neutral	ARC	Archive	287	When you draw a card, put a verse counter on Runesong Dagger.; 1, Remove three verse counters -> Your hero deals 3 arcane damage to target ally.	u		2	2	1	Melee				x		x		x		x	x						1H Weapon	Melee (1)	Dagger				2	runesong_dagger	March of the Legion,March of the Legion (EA)		97	Mike Sutfin	Its lyrics are a chorus of death.	2936	1
7396	Shadow Bolt	Ability	Neutral	ARC	Archive	132	Your hero deals 3 shadow damage to target hero or ally.;When that character is destroyed this turn, its controller discards a card.	u		3														x						Destruction						5	shadow_bolt	Heroes of Azeroth,Class Starter Deck 2010,Heroes of Azeroth (EA),Class Starter Deck 2011 (Spring),Class Starter Deck 2011 (Fall)	CD1, CD2, CD3	97	Mauro Cascioli	"May darkness take you, for when I'm done, the Light will not recognize you." - Radak Doombringer	980	1
7397	Spark	Ability	Neutral	ARC	Archive	65	This turn, your hero has "Exhaust a card in play you control -> This hero deals 1 fire damage to target hero or ally."	u		4													x							Elemental						3	spark	Fields of Honor		97	Nick Percival		1041	1
7398	Steelsmith Joseph Carroll	Ally	Alliance	ARC	Archive	191	Steelsmith Joseph Carroll has +1 ATK and +1 health for each equipment you have.	u		1		1	Melee	1	None												Human	Warrior								1	steelsmith_joseph_carroll	Through the Dark Portal,Through the Dark Portal (EA)		97	Patrick Faricy		2270	1
7399	Sudden Death	Ability	Neutral	ARC	Archive	123	<b>Traitor Hero Required</b>; Destroy target ally without damage.	u		2															x	Instant				Traitor						2	sudden_death	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Dave Allsop	Death comes quickly to the unprepared.	1088	1
7400	Surge of Adrenaline	Ability	Neutral	ARC	Archive	66	<b>Finishing Move</b> <i>(To play, remove X Combo cards in your graveyard from the game, where X is 5 or less.)</i>;You pay X less to play Surge of Adrenaline.;Draw three cards.	u		5												x				Instant				Combat						3	surge_of_adrenaline	Drums Of War		97	Simon Bisley		1096	1
7401	The Missing Diplomat	Quest	Alliance	ARC	Archive	342	During your turn, pay 4 to complete this quest.;<b>Reward:</b> Search your deck for an ally card, reveal it, and put it into your hand.	u		4					None																					1	the_missing_diplomat	Heroes of Azeroth		0	Clint Langley	"Bishop DeLavey asked me to approach adventurers who might be able to help him with a delicate matter." &mdash; Thomas	3642	1
7402	The Taste of Arcana	Ability	Neutral	ARC	Archive	39	Your hero deals 1 arcane damage to target hero or ally. If you targeted a hero, you may interrupt a card played by its controller unless he pays 1 for each damage dealt this way.	u		1									x							Instant				Arcane						3	the_taste_of_arcana	Blood Of Gladiators		97	Daarken		1132	1
7403	Warbringer Arix'amal	Ally	Neutral	ARC	Archive	254	Other Demons have +2 ATK.	u		3		3	Melee	2	None												Demon			Unique						2	warbringer_arixamal	March of the Legion,Archive (EA)		97	Mark Evans		2426	1
7404	Whispering Blade of Slaying	Equipment	Neutral	ARC	Archive	293	Your other daggers have +1 ATK.; Your hero has dual wield. <i>(Can have a second one-handed Melee weapon instead of an Off-Hand equipment. Can strike with a second Melee weapon during the same combat.)</i>	u		1	1	1	Melee									x	x		x					1H Weapon	Melee (1)	Dagger				2	whispering_blade_of_slaying	March of the Legion,March of the Legion (EA)		0	Vance Kovacs	The only sound you hear is the body hitting the ground.	3104	1
7405	Xanata the Lightsworn	Ally	Neutral	ARC	Archive	195	<b>Aldor Reputation</b> <i>(Can't put Scryer cards in your deck.)</i>; <b>Protector</b>; If Xanata would be dealt combat damage while defending, prevent 2 of it.	u		2		1	Holy	3	None												Draenei	Paladin								2	xanata_the_lightsworn	Servants of the Betrayer,Servants of the Betrayer (EA)		97	Luca Zontini		2461	1
7406	Black Ice Fizzlefreeze	Hero	Alliance	ARC	Archive	1	1, Flip Black Ice -> Black Ice deals 1 frost damage to target hero or ally. A character dealt damage this way can't attack this turn.	u						25	None												Gnome	Mage		Frost				Engineering	Tailoring	2	black_ice_fizzlefreeze	Hunt For Illidan		0	Glenn Rane	"Hey, stick around. I've got plans for you."	3137	1
7407	Daspien Bladedancer	Hero	Horde	ARC	Archive	13	5, Flip Daspien Bladedancer -> Daspien deals X melee damage to target hero or ally, where X is the combined ATK of your Melee weapons.	u						27	None												Blood Elf	Rogue		Combat				Mining	Blacksmithing	1	daspien_bladedancer	Through the Dark Portal		0	Boros-Szikszai	"Whoever said you can't have too many weapons is a genius. Oh wait - that was me."	3164	1
7408	Dralor	Hero	Alliance	ARC	Archive	5	4, Flip Dralor -> Look at target player's hand and choose an ally card. He discards that card. Use only on your turn.	u						27	None												Human	Rogue		Subtlety				Mining	Blacksmithing	2	dralor	March of the Legion		0	Josh Tallman	"Fewer witnesses. I like that."	3170	1
7409	Elendril	Hero	Alliance	ARC	Archive	3	1, Flip Elendril -> Your Ranged weapons have +3 ATK this turn.	u						28	None												Night Elf	Hunter		Marksmanship				Engineering	Leatherworking	1	elendril	Heroes of Azeroth		0	Todd McFarlane	Elendril is most at home in the wilderness with only his tiger at his side.	3175	1
7410	Gorebelly	Hero	Horde	ARC	Archive	9	1, Flip Gorebelly -> You pay 3 less the next time you strike with a Melee weapon this turn.	u						30	None												Orc	Warrior		Arms				Blacksmithing	Mining	1	gorebelly	Heroes of Azeroth		0	Arthur Suydam	Master of weapons. Devoid of mercy.	3192	1
7411	Graccus	Hero	Alliance	ARC	Archive	4	3, Flip Graccus -> Prevent the next 3 damage that would be dealt to target hero or ally this turn.	u						29	None												Human	Paladin		Protection				Blacksmithing	Mining	4	graccus	Heroes of Azeroth,Class Starter Deck 2010	CD1	0	Doug Alexander	The greatest battles are won not by strength of arm, but strength of will.	3193	1
7412	Halavar	Hero	Alliance	ARC	Archive	6	Flip Halavar -> You pay 1 less to play your next Two-Handed weapon this turn.	u						30	None												Draenei	Warrior		Arms				Mining	Engineering	2	halavar	March of the Legion		0	Christopher Moeller	"The Horde is prepared to meet any threat head on. Perhaps you'd like a demonstration?"	3203	1
7413	Kil'zin of the Bloodscalp	Hero	Horde	ARC	Archive	29	1, Flip Kil'zin Kil'zin deals 3 nature damage to target hero or ally in an opponent's party. When damage is dealt this way, that opponent's hero deals 3 nature damage to target hero or ally of his choice.; Bloodscalp	u						28	None												Troll	Shaman		Traitor				Leatherworking	Jewelcrafting	2	kilzin_of_the_bloodscalp	Servants of the Betrayer		0	Alex Horley		3234	1
7414	Mother Misery	Hero	Neutral	ARC	Archive	22	<b>Sextuple Wield</b> <i>(Can have up to six hands of Melee weapons and strike with any number of them during the same combat.)</i>;;<b>Deckbuilding:</b> You can include only neutral quests and any Melee weapons. You can't include cards with reputation or text restrictions (like Fire Hero Required).	u						30	None												Shivan Demon									2	mother_misery	Hunt For Illidan		0	Glenn Rane	"The Legion is aware of you. That is why I am here."	3275	1
7415	Mythen of the Fang	Hero	Alliance	ARC	Archive	14	2, Flip Mythen -> Mythen deals 1 nature damage to target hero for each quest its controller has.; Druids of the Fang	u						27	None												Night Elf	Druid		Traitor				Skinning	Leatherworking	2	mythen_of_the_fang	Servants of the Betrayer		0	Brandon Kitkouski		3276	1
7416	Nathadan	Hero	Horde	ARC	Archive	15	3, Flip Nathadan -> If target ally in your party is defending, remove it from combat.	u						29	None												Blood Elf	Paladin		Protection				Mining	Blacksmithing	1	nathadan	Fires of Outland		0	James Zhang	"I do not serve the Light. The Light serves me."	3278	1
7417	Obliveron	Hero	Neutral	ARC	Archive	23	You can have any number of Pets.;;<b>Deckbuilding:</b> You can include only neutral quests, any Traitor cards, and any Demon allies. You can't include cards with reputation or other text restrictions (like Fire Hero Required.)	u						25	None												Pit Lord Demon									2	obliveron	Hunt For Illidan		0	Alex Horley	"Cower, mortals, and know the meaning of despair!"	3285	1
